id,entidad,descripcion,monto,tipo,fecha
5020,Ministerio de Transporte,Compra de luminarias LED para parques,61944.42,Salud,2025-03-28
5021,Municipalidad,Compra de equipos médicos de diagnóstico,48262.77,Educación,2024-08-25
5022,Ministerio del Interior,Adquisición de uniformes policiales,27946.5,Ambiental,2024-12-02
5023,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,44422.27,Seguridad,2025-04-19
5024,Municipalidad,Consultoría para diseño de puente,2018.16,Infraestructura,2025-05-19
5025,Gobierno Regional,Desarrollo de software educativo,118312.59,Infraestructura,2025-04-16
5026,Ministerio de Educación,Instalación de cámaras de videovigilancia,12964.64,Servicios,2025-05-18
5027,Gobierno Local,Recolección de residuos sólidos,19041.01,Seguridad,2024-10-11
5028,Ministerio de Salud,Mantenimiento de carreteras nacionales,36792.22,Infraestructura,2024-09-19
5029,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,88642.27,Seguridad,2024-08-08
5030,Gobierno Local,Consultoría para diseño de puente,50435.27,Seguridad,2025-05-05
5031,Municipalidad,Capacitación a personal administrativo,12915.93,Seguridad,2024-09-26
5032,EsSalud,Catering para evento institucional,87630.15,Servicios,2025-05-03
5033,Ministerio de Transporte,Catering para evento institucional,71930.02,Infraestructura,2024-08-08
5034,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,66153.05,Ambiental,2024-10-06
5035,Gobierno Regional,Adquisición de medicamentos para hospitales,71472.03,Seguridad,2025-02-12
5036,SUNAT,Adquisición de uniformes policiales,121830.86,Servicios,2024-12-16
5037,Ministerio de Salud,Catering para evento institucional,115552.85,Servicios,2025-02-23
5038,Ministerio de Transporte,Catering para evento institucional,29398.54,Seguridad,2025-02-20
5039,Ministerio de Salud,Contratación de servicios de limpieza,98716.55,Servicios,2025-06-04
5040,SUNAT,Contratación de servicios de limpieza,61495.05,Salud,2025-06-19
5041,SUNAT,Capacitación a personal administrativo,64972.87,Infraestructura,2025-05-10
5042,SUNAT,Mantenimiento de carreteras nacionales,1000.0,Salud,2024-11-12
5043,Ministerio de Salud,Contratación de servicios de limpieza,44888.43,Seguridad,2024-10-07
5044,Municipalidad,Capacitación a personal administrativo,25615.29,Infraestructura,2024-12-26
5045,Ministerio de Agricultura,Compra de luminarias LED para parques,74841.76,Infraestructura,2024-09-22
5046,Gobierno Regional,Desarrollo de software educativo,82132.42,Salud,2025-05-22
5047,Ministerio de Transporte,Recolección de residuos sólidos,1000.0,Tecnología,2025-06-03
5048,Ministerio de Educación,Consultoría para diseño de puente,49338.95,Ambiental,2025-07-09
5049,Ministerio de Educación,Compra de luminarias LED para parques,83655.85,Servicios,2024-11-16
5050,SUNAT,Recolección de residuos sólidos,44399.63,Servicios,2025-05-15
5051,SUNAT,Adquisición de medicamentos para hospitales,71871.91,Tecnología,2025-07-14
5052,Ministerio de Educación,Recolección de residuos sólidos,60534.96,Seguridad,2024-09-18
5053,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,60249.81,Educación,2025-05-30
5054,Gobierno Local,Consultoría para diseño de puente,41860.55,Salud,2025-07-19
5055,Municipalidad,Instalación de cámaras de videovigilancia,13502.58,Educación,2024-08-15
5056,Ministerio de Salud,Catering para evento institucional,16354.1,Ambiental,2024-12-12
5057,EsSalud,Instalación de cámaras de videovigilancia,71280.58,Infraestructura,2025-06-13
5058,Ministerio de Educación,Consultoría para diseño de puente,50583.75,Salud,2025-01-17
5059,EsSalud,Contratación de servicios de limpieza,45844.63,Seguridad,2024-11-17
5060,Ministerio del Interior,Impresión de materiales escolares,37283.3,Infraestructura,2025-02-23
5061,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,40844.33,Ambiental,2024-08-28
5062,Ministerio de Transporte,Recolección de residuos sólidos,81407.35,Seguridad,2024-11-14
5063,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,39942.68,Ambiental,2025-05-07
5064,Ministerio de Agricultura,Catering para evento institucional,9768.06,Servicios,2025-03-15
5065,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,72309.55,Servicios,2025-04-04
5066,Ministerio del Interior,Contratación de servicios de limpieza,43853.7,Ambiental,2024-09-02
5067,Municipalidad,Recolección de residuos sólidos,50941.88,Infraestructura,2025-02-12
5068,Ministerio de Salud,Contratación de servicios de limpieza,98227.35,Educación,2025-01-27
5069,Ministerio de Educación,Capacitación a personal administrativo,49383.18,Educación,2025-02-18
5070,Ministerio de Transporte,Adquisición de uniformes policiales,58675.51,Tecnología,2024-12-21
5071,SUNAT,Contratación de servicios de limpieza,14632.3,Tecnología,2024-08-25
5072,Ministerio de Educación,Recolección de residuos sólidos,43409.92,Salud,2025-02-14
5073,Ministerio de Salud,Consultoría para diseño de puente,68285.78,Seguridad,2025-07-03
5074,Gobierno Regional,Consultoría para diseño de puente,3338.79,Seguridad,2025-03-12
5075,Gobierno Regional,Compra de luminarias LED para parques,56025.35,Servicios,2024-10-07
5076,Gobierno Local,Compra de luminarias LED para parques,53023.73,Seguridad,2024-12-24
5077,Gobierno Regional,Recolección de residuos sólidos,51238.62,Ambiental,2024-10-04
5078,Municipalidad,Mantenimiento de carreteras nacionales,81114.77,Tecnología,2024-11-11
5079,Municipalidad,Adquisición de medicamentos para hospitales,60033.16,Ambiental,2025-05-31
5080,Ministerio de Salud,Compra de equipos médicos de diagnóstico,94342.16,Servicios,2024-09-12
5081,Gobierno Local,Mantenimiento de carreteras nacionales,20192.31,Salud,2025-07-17
5082,SUNAT,Recolección de residuos sólidos,54077.74,Salud,2025-03-14
5083,Ministerio del Interior,Impresión de materiales escolares,52534.0,Seguridad,2025-04-22
5084,Ministerio de Salud,Adquisición de medicamentos para hospitales,17922.37,Servicios,2025-05-11
5085,Gobierno Regional,Impresión de materiales escolares,78688.85,Servicios,2024-09-17
5086,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,119740.2,Tecnología,2024-10-31
5087,Ministerio de Agricultura,Catering para evento institucional,49489.82,Salud,2025-05-18
5088,Municipalidad,Catering para evento institucional,65150.63,Seguridad,2025-02-17
5089,EsSalud,Adquisición de uniformes policiales,52535.55,Educación,2024-08-04
5090,Ministerio de Transporte,Recolección de residuos sólidos,28592.46,Infraestructura,2024-08-21
5091,Ministerio de Salud,Consultoría para diseño de puente,1000.0,Servicios,2025-07-03
5092,EsSalud,Desarrollo de software educativo,28826.8,Seguridad,2025-07-05
5093,Ministerio del Interior,Adquisición de uniformes policiales,8241.25,Ambiental,2024-08-08
5094,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,101123.06,Servicios,2024-11-06
5095,Municipalidad,Contratación de servicios de limpieza,46546.71,Servicios,2024-08-21
5096,Gobierno Regional,Contratación de servicios de limpieza,39622.42,Ambiental,2025-02-03
5097,Ministerio de Educación,Desarrollo de software educativo,76674.61,Educación,2024-12-23
5098,Gobierno Regional,Instalación de cámaras de videovigilancia,16347.47,Tecnología,2024-12-30
5099,EsSalud,Recolección de residuos sólidos,26994.08,Infraestructura,2025-07-27
5100,Ministerio del Interior,Compra de luminarias LED para parques,52042.17,Infraestructura,2024-10-01
5101,Municipalidad,Recolección de residuos sólidos,80863.07,Salud,2024-10-12
5102,Municipalidad,Contratación de servicios de limpieza,65050.55,Seguridad,2025-07-31
5103,SUNAT,Compra de luminarias LED para parques,57449.75,Infraestructura,2025-07-03
5104,Ministerio del Interior,Desarrollo de software educativo,52343.53,Tecnología,2024-08-17
5105,Ministerio del Interior,Mantenimiento de carreteras nacionales,62007.08,Infraestructura,2025-03-06
5106,Ministerio de Agricultura,Consultoría para diseño de puente,56049.59,Seguridad,2025-06-11
5107,Ministerio de Educación,Compra de luminarias LED para parques,19100.83,Seguridad,2025-07-24
5108,Ministerio de Educación,Consultoría para diseño de puente,51382.38,Servicios,2025-05-08
5109,Ministerio del Interior,Consultoría para diseño de puente,17789.34,Ambiental,2025-05-18
5110,Ministerio del Interior,Consultoría para diseño de puente,52432.48,Salud,2025-04-15
5111,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,35580.56,Tecnología,2025-01-13
5112,Ministerio del Interior,Mantenimiento de carreteras nacionales,126181.45,Tecnología,2024-10-30
5113,Gobierno Regional,Contratación de servicios de limpieza,48803.17,Servicios,2024-12-06
5114,EsSalud,Contratación de servicios de limpieza,7872.81,Educación,2024-11-08
5115,Ministerio de Educación,Catering para evento institucional,45974.59,Educación,2025-01-12
5116,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,65580.76,Educación,2025-07-25
5117,Municipalidad,Adquisición de medicamentos para hospitales,100200.92,Tecnología,2025-05-10
5118,Ministerio del Interior,Catering para evento institucional,32316.43,Ambiental,2024-12-06
5119,Ministerio de Salud,Consultoría para diseño de puente,2527.16,Tecnología,2024-11-17
5120,Ministerio de Agricultura,Consultoría para diseño de puente,74505.11,Tecnología,2025-06-20
5121,Ministerio de Salud,Mantenimiento de carreteras nacionales,8582.04,Salud,2024-09-03
5122,Municipalidad,Capacitación a personal administrativo,36915.34,Seguridad,2025-03-13
5123,Ministerio de Transporte,Impresión de materiales escolares,42271.39,Educación,2024-12-26
5124,Ministerio de Transporte,Capacitación a personal administrativo,47911.0,Servicios,2024-09-19
5125,Gobierno Local,Consultoría para diseño de puente,70674.93,Seguridad,2025-02-14
5126,Ministerio de Educación,Capacitación a personal administrativo,29490.97,Salud,2025-04-22
5127,Ministerio de Transporte,Adquisición de equipos de cómputo,41788.12,Educación,2025-07-20
5128,Ministerio de Agricultura,Adquisición de equipos de cómputo,49571.89,Seguridad,2024-08-24
5129,Ministerio de Salud,Adquisición de equipos de cómputo,54487.94,Infraestructura,2024-10-12
5130,Ministerio de Agricultura,Catering para evento institucional,52934.82,Educación,2024-10-29
5131,SUNAT,Catering para evento institucional,63080.17,Infraestructura,2025-06-12
5132,Gobierno Regional,Recolección de residuos sólidos,75315.19,Seguridad,2025-02-20
5133,Municipalidad,Adquisición de equipos de cómputo,61779.02,Salud,2024-08-21
5134,SUNAT,Contratación de servicios de limpieza,63607.57,Seguridad,2025-01-06
5135,EsSalud,Mantenimiento de carreteras nacionales,2533.3,Salud,2024-08-30
5136,Ministerio de Salud,Catering para evento institucional,51506.83,Educación,2025-07-10
5137,Ministerio de Transporte,Compra de luminarias LED para parques,64385.23,Salud,2025-01-31
5138,EsSalud,Compra de equipos médicos de diagnóstico,71868.24,Salud,2025-07-06
5139,SUNAT,Adquisición de medicamentos para hospitales,29229.48,Tecnología,2024-11-21
5140,Ministerio de Agricultura,Consultoría para diseño de puente,30228.82,Ambiental,2025-05-31
5141,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,32776.98,Salud,2025-06-28
5142,Municipalidad,Adquisición de uniformes policiales,66092.42,Ambiental,2024-12-02
5143,Gobierno Regional,Capacitación a personal administrativo,81016.43,Infraestructura,2024-12-09
5144,Ministerio de Agricultura,Recolección de residuos sólidos,37776.2,Tecnología,2024-09-06
5145,Gobierno Local,Instalación de cámaras de videovigilancia,77238.87,Ambiental,2025-03-06
5146,Gobierno Local,Mantenimiento de carreteras nacionales,53704.39,Ambiental,2025-01-28
5147,Gobierno Regional,Instalación de cámaras de videovigilancia,46271.43,Salud,2024-08-07
5148,Gobierno Regional,Catering para evento institucional,43658.47,Tecnología,2024-12-25
5149,EsSalud,Catering para evento institucional,72398.34,Educación,2024-10-20
5150,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,59767.33,Ambiental,2024-11-25
5151,SUNAT,Recolección de residuos sólidos,118274.76,Servicios,2025-03-10
5152,Ministerio de Transporte,Contratación de servicios de limpieza,24433.26,Ambiental,2025-06-04
5153,Ministerio de Educación,Instalación de cámaras de videovigilancia,65543.05,Servicios,2024-11-30
5154,Ministerio del Interior,Adquisición de uniformes policiales,34123.97,Seguridad,2025-05-18
5155,Ministerio de Transporte,Consultoría para diseño de puente,23921.39,Ambiental,2025-04-02
5156,Ministerio del Interior,Catering para evento institucional,49673.99,Salud,2024-11-06
5157,Municipalidad,Consultoría para diseño de puente,54120.57,Salud,2025-01-31
5158,Gobierno Local,Adquisición de uniformes policiales,137545.21,Salud,2024-12-25
5159,Gobierno Local,Recolección de residuos sólidos,44475.63,Salud,2025-03-21
5160,Gobierno Local,Consultoría para diseño de puente,16094.64,Salud,2025-02-11
5161,Ministerio de Educación,Catering para evento institucional,58190.32,Ambiental,2025-05-31
5162,SUNAT,Recolección de residuos sólidos,1000.0,Salud,2025-06-01
5163,Gobierno Regional,Impresión de materiales escolares,47241.3,Educación,2024-10-18
5164,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,50480.76,Servicios,2025-05-15
5165,Ministerio de Agricultura,Adquisición de uniformes policiales,73838.01,Educación,2025-07-19
5166,Ministerio de Transporte,Catering para evento institucional,79208.67,Seguridad,2025-03-04
5167,Gobierno Regional,Impresión de materiales escolares,34892.91,Seguridad,2025-05-26
5168,Gobierno Local,Impresión de materiales escolares,45481.58,Ambiental,2025-06-09
5169,Gobierno Regional,Recolección de residuos sólidos,27016.38,Tecnología,2024-11-07
5170,Municipalidad,Mejoramiento de sistemas de riego agrícola,16158.12,Ambiental,2024-10-01
5171,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,59296.84,Tecnología,2024-08-06
5172,SUNAT,Adquisición de uniformes policiales,11792.43,Ambiental,2025-08-01
5173,Gobierno Local,Instalación de cámaras de videovigilancia,37561.19,Infraestructura,2025-01-10
5174,Gobierno Local,Adquisición de equipos de cómputo,20144.78,Educación,2024-08-13
5175,Ministerio de Agricultura,Recolección de residuos sólidos,66490.5,Infraestructura,2024-11-02
5176,Ministerio de Educación,Contratación de servicios de limpieza,104042.9,Educación,2025-03-02
5177,Ministerio de Educación,Contratación de servicios de limpieza,10952.36,Educación,2024-12-16
5178,Ministerio del Interior,Mantenimiento de carreteras nacionales,1000.0,Salud,2025-04-07
5179,Ministerio de Salud,Capacitación a personal administrativo,46253.39,Seguridad,2025-06-26
5180,Gobierno Regional,Compra de equipos médicos de diagnóstico,50470.93,Salud,2025-04-30
5181,Ministerio de Transporte,Consultoría para diseño de puente,56559.78,Seguridad,2025-07-10
5182,SUNAT,Impresión de materiales escolares,36610.38,Tecnología,2024-08-07
5183,EsSalud,Desarrollo de software educativo,43980.82,Tecnología,2024-12-12
5184,EsSalud,Mantenimiento de carreteras nacionales,61025.31,Infraestructura,2024-08-04
5185,Ministerio del Interior,Desarrollo de software educativo,81212.93,Ambiental,2025-05-25
5186,Ministerio de Transporte,Adquisición de medicamentos para hospitales,1000.0,Educación,2025-04-16
5187,Municipalidad,Mantenimiento de carreteras nacionales,38931.82,Salud,2024-12-28
5188,Ministerio de Transporte,Consultoría para diseño de puente,56414.26,Tecnología,2025-06-29
5189,Ministerio de Educación,Contratación de servicios de limpieza,22460.72,Seguridad,2025-05-17
5190,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,101935.09,Infraestructura,2025-05-13
5191,Ministerio de Educación,Mantenimiento de carreteras nacionales,30937.7,Seguridad,2024-12-01
